Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
9262,04713342636516759,,2402,1199,3143,4645,3579,4581,3408,sea,2402,1199,2492,2217,,,,,,
9263,04365459788248616,,2852,161,4113,4113,3165,3437,3418,sea,2852,161,2868,3935,,,,,,
9264,04574844245415544,,1291,177,4757,3391,4780,4832,3297,sea,1291,177,510,3872,,,,,,
9265,04546742982822922,,230,2448,3723,3955,3176,3766,3490,sea,230,2448,3143,713,,,,,,
9266,04363222115955592,,2363,2798,3345,4170,4329,4548,4448,sea,2363,2798,3286,1469,,,,,,
9267,04387158929129686,,2363,1527,3329,3443,3443,3459,4439,sea,2363,1527,4236,1444,,,,,,
9268,04327356339859775,,2363,4757,4214,3391,4214,3711,3669,sea,2363,9027,546,1451,,,,,,
9269,04377465587717227,,2363,2218,4611,3789,3403,4100,4462,sea,2363,2218,1413,1479,,,,,,
9270,04575878599529649,,4981,824,4970,3459,4293,4919,4480,sea,9251,824,2763,2180,,,,,,
9271,04855984628618789,,2277,204,4517,4436,4977,4717,4580,sea,2277,204,2936,4177,,,,,,
9272,04124184372972596,,2149,4662,4337,3175,4823,3644,4287,sea,2149,8932,1550,3788,,,,,,
9273,04345376957367250,,2344,2444,4532,3122,3317,3742,3418,sea,2344,2444,68,4114,,,,,,
9274,04562294549679992,,1752,1639,4115,4084,3317,3644,3418,sea,1752,1639,1548,3853,,,,,,
9275,04561132229679782,,1146,441,3606,4609,4437,4832,3418,sea,1146,441,2086,3956,,,,,,
9276,04678554561331699,,3234,1983,3541,3064,4753,4086,4969,sea,7504,1983,889,253,,,,,,
9277,04318966485725590,,3847,1410,4517,4436,3020,4355,4746,sea,8117,1410,2908,204,,,,,,
9278,04458585629699688,,1634,1679,3265,3088,3853,3517,4620,sea,1634,1679,1181,636,,,,,,
9279,04635594291221117,,533,238,3186,3495,3035,3418,3295,sea,533,238,3054,3636,,,,,,
9280,04753434827217359,,2363,948,3085,3050,3890,3780,3807,sea,2363,948,1692,1474,,,,,,
9281,04547937549939543,,2363,287,3136,4908,3898,3488,4908,sea,2363,287,4263,1462,,,,,,
9282,04411998547477877,,591,294,3818,4080,4697,3853,4726,sea,591,294,2241,770,,,,,,
9283,04679156773773244,,3703,902,4056,3936,3161,4368,3388,sea,7973,902,77,716,,,,,,
9284,04196186226666672,,4581,2265,4415,4634,4904,4919,3408,sea,8851,2265,104,2202,,,,,,
9285,04662779744264628,,4537,2746,3260,4836,3655,3578,4175,sea,8807,2746,2146,691,,,,,,
9286,04617599293953176,,4646,1850,3315,4895,3869,3686,4222,sea,8916,1850,1614,739,,,,,,
9287,04348241473433918,,2363,1303,4793,3643,4054,4084,4761,sea,2363,1303,4240,1497,,,,,,
9288,04519933214664854,,2344,1408,4170,4170,3526,4536,4287,sea,2344,1408,3274,4124,,,,,,
9289,04448572238218426,,430,3324,4378,3324,3190,4462,3958,sea,430,7594,2514,585,,,,,,
9290,04976626746196948,,1291,2594,3796,3796,4287,4308,3446,sea,1291,2594,3116,4151,,,,,,
9291,04941123463523926,,4975,3503,3577,4583,4086,3993,4311,sea,9245,7773,1005,224,,,,,,
9292,04225431423683290,,3454,1932,3905,3033,4695,3351,4340,sea,7724,1932,2716,217,,,,,,
9293,04314428537637632,,3082,1643,3165,4113,3618,3408,3408,sea,7352,1643,2855,2192,,,,,,
9294,04487216881971923,,2363,97,4725,3179,3036,3344,3159,sea,2363,97,3083,1448,,,,,,
9295,04759991335395138,,23,1925,3347,3692,3347,4480,3631,sea,23,1925,1688,2197,,,,,,
9296,04214749775475697,,3742,2667,3995,3580,3995,4455,3418,sea,8012,2667,2384,4063,,,,,,
9297,04995911597237229,,2866,3463,3514,3463,3095,3418,4821,sea,2866,7733,997,4125,,,,,,
9298,04896447981431657,,4143,125,4248,4570,3351,3967,3761,sea,8413,125,2636,236,,,,,,
9299,04821753332522186,,4666,2512,4674,4831,4388,3970,3128,sea,8936,2512,1297,1996,,,,,,
9300,04551998663283694,,1308,2054,3075,3075,3014,3967,3501,sea,1308,2054,2793,213,,,,,,
9301,04696198826866531,,533,3207,4851,4616,3715,4308,3349,sea,533,7477,2841,3677,,,,,,
9302,04874773199259881,,3993,986,3559,4175,3014,4309,4969,sea,8263,986,1390,232,,,,,,
9303,04965592394644176,,1146,676,3466,4953,3054,4536,4455,sea,1146,676,2730,3710,,,,,,
9304,04866532728738782,,2786,2446,4034,4629,3428,4426,3437,sea,2786,2446,892,4142,,,,,,
9305,04829935816556760,,1371,1615,4986,4986,3503,4426,4776,sea,1371,1615,1015,3790,,,,,,
9306,04432257683683119,,2363,2072,3796,4127,3176,4663,4609,sea,2363,2072,3115,1493,,,,,,
9307,04776216447137887,,4653,2947,4419,4335,4202,4086,4181,sea,8923,2947,2802,249,,,,,,
9308,04711664555265290,,225,889,4970,3170,4606,4902,3636,sea,225,889,2716,211,,,,,,
9309,04228789353293353,,1835,75,4986,4583,3436,4149,3298,sea,1835,75,1009,568,,,,,,
9310,04867464591671486,,4688,4511,4511,3058,3606,3475,3497,sea,8958,8781,1227,791,,,,,,
9311,04678556775635389,,12,3562,4953,3608,4880,3461,3681,sea,12,7832,2732,612,,,,,,
9312,04518556746826692,,45,1410,3519,3519,4977,4835,3111,sea,45,1410,2890,1930,,,,,,
9313,04957983488898772,,2363,3342,3342,4633,3359,4322,3129,sea,2363,7612,2496,1511,,,,,,
9314,04552458973553744,,1046,4025,4025,3478,3847,4132,3014,sea,1046,8295,279,259,,,,,,
9315,04312834175255985,,2363,2656,3633,3759,3272,3067,3197,sea,2363,2656,2369,1516,,,,,,
9316,04437764854324313,,2852,452,3745,4318,3054,3418,4580,sea,2852,452,1250,3491,,,,,,
9317,04716675249539653,,3375,940,3499,3087,3399,3825,3419,sea,7645,940,990,2209,,,,,,
9318,04314423942892294,,2363,2448,4235,3955,4505,4281,4435,sea,2363,2448,3159,1506,,,,,,
9319,04417647265965237,,4142,2778,3189,4662,3494,4360,4142,sea,8412,2778,1568,184,,,,,,
9320,04442472746286787,,4157,2279,4141,4773,4990,4497,4648,sea,8427,2279,2559,740,,,,,,
9321,04846141715165966,,1219,665,3621,4837,4758,4832,3418,sea,1219,665,2055,3650,,,,,,
9322,04596654294354921,,465,993,4915,4216,4663,4497,4187,sea,465,993,2855,638,,,,,,
9323,04479824432632196,,3774,2183,3491,3491,3558,4447,4175,sea,8044,2183,2166,626,,,,,,
9324,04242167452872332,,3343,928,3463,3346,3095,4091,4440,sea,7613,928,1000,679,,,,,,
9325,04194795579769576,,2363,762,4022,4054,4288,3642,4281,sea,2363,762,4240,1456,,,,,,
9326,04579367539619114,,3074,310,3745,4318,3062,4258,4894,sea,7344,310,1284,648,,,,,,
9327,04125861162312549,,1871,1841,4509,4509,3054,4717,3446,sea,1871,1841,2042,3844,,,,,,
9328,04395953934624978,,2380,3072,3072,4521,4732,4717,3751,sea,2380,7342,72,3990,,,,,,
9329,04394352937397857,,272,2448,4151,3955,3706,3321,4095,sea,272,2448,3161,557,,,,,,
9330,04535748864514460,,324,204,4436,3519,4865,4002,3696,sea,324,204,2930,552,,,,,,
9331,04363477429699124,,2651,314,3796,4127,3796,3352,4486,sea,2651,314,3116,780,,,,,,
9332,04983523564654134,,1212,2136,4532,3118,3015,4963,4265,sea,1212,2136,70,619,,,,,,
9333,04429777929879893,,430,4378,4378,3324,4796,3625,4569,sea,430,8648,2504,726,,,,,,
9334,04275269348698830,,2363,4669,3478,3918,3039,3528,3289,sea,2363,8939,2734,1476,,,,,,
9335,04963343279659530,,2363,1500,4137,3506,4351,4832,4316,sea,2363,1500,1130,1503,,,,,,
9336,04123246197517961,,976,3912,4778,4960,3912,3742,4424,sea,976,8182,31,4173,,,,,,
9337,04717472183483177,,2363,1692,3513,3712,4063,3052,3228,sea,2363,1692,2164,1513,,,,,,
9338,04156584716826292,,2916,2955,4246,4822,3078,3034,3543,sea,2916,2955,1680,666,,,,,,
9339,04679394178298270,,2954,979,3165,4216,3028,3926,4207,sea,2954,979,2860,660,,,,,,
9340,04315946556896667,,2086,1828,4383,3797,4314,4314,4480,sea,2086,1828,805,2217,,,,,,
9341,04464945386496332,,2363,2876,4067,4767,3342,3025,3992,sea,2363,2876,2496,1444,,,,,,
9342,04541399242812374,,632,3263,3263,3263,3849,4355,3677,sea,632,7533,2815,245,,,,,,
9343,04751932461571391,,1355,669,4351,3977,3239,4497,4441,sea,1355,669,1136,742,,,,,,
9344,04871225449299343,,2866,2798,4170,3524,3428,4536,4287,sea,2866,2798,3443,3877,,,,,,
9345,04585923715195134,,3742,3226,3284,3226,4635,3418,4821,sea,8012,7496,2948,3703,,,,,,
9346,04399362915245969,,4222,836,4370,3443,3906,4857,3589,sea,8492,836,4230,680,,,,,,
9347,04925441315645940,,1400,2448,3572,3955,4100,3133,4232,sea,1400,2448,3145,1919,,,,,,
9348,04387255176176576,,3295,53,3027,4381,4292,4717,3297,sea,7565,53,805,3488,,,,,,
9349,04387226631781697,,420,4517,3519,4436,4436,3509,4153,sea,420,8787,2900,212,,,,,,
9350,04556588873893285,,3799,4517,3519,4436,4865,4201,3696,sea,8069,8787,2894,608,,,,,,
9351,04395998715145365,,3877,215,3818,3393,4913,4229,4538,sea,8147,215,2231,1984,,,,,,
9352,04655312988468331,,3769,1429,4408,4950,4759,4424,3297,sea,8039,1429,192,4121,,,,,,
9353,04689622892232421,,2402,582,4204,4515,3671,3408,4981,sea,2402,582,3098,2197,,,,,,
9354,04644594288688884,,1155,1433,4034,4907,4984,3823,3836,sea,1155,1433,891,648,,,,,,
9355,04792577548958497,,4193,811,3304,4110,3887,4287,3349,sea,8463,811,1672,3877,,,,,,
9356,04528126335775112,,4097,2353,3444,4491,4627,4536,3295,sea,8367,2353,844,4119,,,,,,
9357,04783395756726453,,2843,1013,3858,3797,3078,3091,3152,sea,2843,1013,804,741,,,,,,
9358,04491561367467913,,2363,1193,4517,4436,3496,4828,3863,sea,2363,1193,2901,1460,,,,,,
9359,04947135268388284,,2835,310,3745,4318,3912,3218,4368,sea,2835,310,1247,730,,,,,,
9360,04883281424334855,,3856,1951,4001,4693,4218,3428,3437,sea,8126,1951,2256,3663,,,,,,
9361,04973924821491319,,3996,106,4970,3478,3693,4192,4010,sea,8266,106,2763,260,,,,,,
9362,04969391482522619,,4424,2798,3345,3524,4957,4635,4424,sea,8694,2798,3439,3639,,,,,,
9363,04317521156116773,,409,1953,3456,3132,4740,4222,3396,sea,409,1953,1585,550,,,,,,
9364,04397648573573487,,1053,4524,3284,3284,3284,4081,3957,sea,1053,8794,2948,704,,,,,,
9365,04444494122222989,,1871,1244,4585,4087,3295,4424,3437,sea,1871,1244,980,4177,,,,,,
9366,04812478582182974,,2363,2448,4283,3955,3129,4735,4090,sea,2363,2448,3164,1517,,,,,,
9367,04461294755875593,,456,238,4091,3550,4717,3437,3418,sea,456,238,3055,3927,,,,,,
9368,04792153774494321,,4143,766,4851,4045,3509,3581,3994,sea,8413,766,2842,231,,,,,,
9369,04866732796946656,,2363,3740,3163,4252,3687,4537,4378,sea,2363,8010,2659,1466,,,,,,
9370,04694659715925224,,2363,4701,4987,4701,4345,4449,3060,sea,2363,8971,2773,1495,,,,,,
9371,04863556938328727,,421,948,4898,4175,3811,3044,4458,sea,421,948,1692,793,,,,,,
9372,04722334515265580,,1298,2707,4128,4128,4128,4717,4962,sea,1298,2707,1740,4074,,,,,,
9373,04325735395145275,,1832,2030,3634,3197,4112,4258,4688,sea,1832,2030,2545,784,,,,,,
9374,04531842373593733,,1709,2334,3513,3655,3641,3428,3828,sea,1709,2334,2122,4124,,,,,,
9375,04246771991721325,,4236,1320,3649,3088,4572,3483,4458,sea,8506,1320,1203,650,,,,,,
9376,04153559153413711,,1371,3734,4452,4187,4426,4536,4287,sea,1371,8004,285,3483,,,,,,
9377,04283721332612240,,2616,3035,4055,3949,3035,3475,3646,sea,2616,7305,3059,604,,,,,,
9378,04226938168418358,,806,117,3004,3126,3397,3808,3421,sea,806,117,1842,671,,,,,,
9379,04836131327617574,,386,106,4200,4816,3687,3644,4776,sea,386,106,2766,3867,,,,,,
9380,04395541655565184,,4592,3154,3708,3114,4018,4497,3401,sea,8862,7424,3062,594,,,,,,
9381,04592699576856780,,1283,2126,3193,4515,3670,4635,3856,sea,1283,2126,3073,3874,,,,,,
9382,04768165167437221,,2363,4907,4840,4907,4907,4130,4196,sea,2363,9177,892,1469,,,,,,
9383,04735551275885375,,4193,2217,3582,3582,4871,4717,4962,sea,8463,2217,186,3817,,,,,,
9384,04323599459989340,,1138,3258,3326,4546,3112,4975,4281,sea,1138,7528,2554,240,,,,,,
9385,04839911244324864,,1772,925,4137,4988,3366,4666,3773,sea,1772,925,1146,1873,,,,,,
9386,04366161694324450,,2149,162,4675,4789,3317,3446,3297,sea,2149,162,4214,3522,,,,,,
9387,04284839472762769,,1963,3035,4255,4035,4272,4528,4586,sea,1963,7305,3056,252,,,,,,
9388,04361537873173778,,383,2542,3745,4318,3043,3784,4887,sea,383,2542,1237,710,,,,,,
9389,04978213714334389,,1115,2487,3796,3796,3796,3967,4153,sea,1115,2487,3123,245,,,,,,
9390,04968981662192971,,18,2122,3745,4318,3799,3721,3686,sea,18,2122,1276,627,,,,,,
9391,04647457516736337,,3756,948,3469,3150,4862,3475,3096,sea,8026,948,1691,727,,,,,,
9392,04655948283813387,,2786,948,4174,3375,4122,4426,3297,sea,2786,948,1691,4067,,,,,,
9393,04572527783633541,,2363,544,3374,4329,3731,3481,3387,sea,2363,544,2265,1502,,,,,,
9394,04138359737937715,,2648,3634,3326,4773,4546,3644,4966,sea,2648,7904,2557,3710,,,,,,
9395,04596235784564190,,2344,172,4048,3759,4536,4580,4424,sea,2344,172,2364,4016,,,,,,
9396,04758646232782659,,4821,3314,4390,3895,4048,4717,4424,sea,9091,7584,2362,3796,,,,,,
9397,04157597432552344,,4632,2898,3177,3689,4319,4797,3246,sea,8902,2898,2724,254,,,,,,
9398,04681883232942297,,2261,2526,3504,4380,3304,4229,4316,sea,2261,2526,1579,2031,,,,,,
9399,04135482851141584,,1349,2070,3193,3790,3790,3970,3128,sea,1349,2070,3092,1989,,,,,,
9400,04874174435865277,,4209,2746,3513,4982,3972,3484,4138,sea,8479,2746,2150,626,,,,,,
9401,04395519676916285,,2363,587,3775,3200,3845,3484,3516,sea,2363,587,1661,1477,,,,,,
9402,04435723567257235,,2688,1408,4170,4062,3526,4349,3497,sea,2688,1408,3427,559,,,,,,
9403,04175416555485659,,4033,4618,3018,4618,4976,4090,4340,sea,8303,8888,1384,258,,,,,,
9404,04624895466196129,,533,2710,3002,3002,4028,4962,3349,sea,533,2710,3051,4025,,,,,,
9405,04992172961511274,,2363,872,3318,3318,4818,3385,3491,sea,2363,872,4270,1499,,,,,,
9406,04389529132462682,,3437,4151,3935,3183,4235,4635,4455,sea,7707,8421,289,3538,,,,,,
9407,04113129254874722,,4580,223,4049,3088,3086,3742,3418,sea,8850,223,1198,4083,,,,,,
9408,04549784922892593,,1298,1361,3004,3397,4776,4455,3295,sea,1298,1361,1792,3782,,,,,,
9409,04765889632542496,,533,3701,4495,4278,4424,3418,4966,sea,533,7971,2685,4042,,,,,,
9410,04228431561421379,,23,4960,4878,3627,3227,3579,3419,sea,23,9230,32,2205,,,,,,
9411,04881213358268649,,2402,2713,4585,3087,3499,3825,3227,sea,2402,2713,986,2184,,,,,,
9412,04792139122522472,,2363,2973,4384,4384,4181,4201,3887,sea,2363,2973,2245,1501,,,,,,
9413,04282681654214564,,1128,794,4216,4216,3165,4969,3014,sea,1128,794,2853,248,,,,,,
9414,04397733559439779,,2363,2478,4037,3274,4048,3113,3725,sea,2363,2478,2368,1444,,,,,,
9415,04632948711651511,,1219,4788,3870,4788,3794,3437,4287,sea,1219,9058,2325,3952,,,,,,
9416,04513535115755318,,1560,1433,4840,4629,4907,3548,3343,sea,1560,1433,891,760,,,,,,
9417,04988395269969418,,2363,2218,4279,3883,4776,4790,3535,sea,2363,2218,1413,1516,,,,,,
9418,04796171374914113,,2500,1428,4284,3544,4437,4580,4776,sea,2500,1428,2100,3608,,,,,,
9419,04187816927337169,,1189,2408,4246,4750,3743,4635,3054,sea,1189,2408,1686,3854,,,,,,
9420,04519565727687435,,4537,4767,3342,4067,3359,4190,3124,sea,8807,9037,2496,717,,,,,,
9421,04249379182482511,,1752,372,3027,3109,4426,3428,3437,sea,1752,372,808,3660,,,,,,
9422,04287656574234720,,2363,3263,3263,3263,4395,3089,3725,sea,2363,7533,2815,1501,,,,,,
9423,04311948986866214,,1072,490,3122,3072,3297,4424,3446,sea,1072,490,54,3730,,,,,,
9424,04131735478358250,,2402,172,4241,3895,3201,4314,4155,sea,2402,172,2363,2202,,,,,,
9425,04295218497297528,,1709,2955,3983,3347,4717,4832,3054,sea,1709,2955,1687,3737,,,,,,
9426,04618372731611581,,4821,3210,4436,4436,4287,4635,4962,sea,9091,7480,2939,3932,,,,,,
9427,04886185267477199,,1571,1119,3931,3949,3894,3741,3045,sea,1571,1119,172,643,,,,,,
9428,04685646366266389,,761,1013,3669,3669,4668,4086,4033,sea,761,1013,807,215,,,,,,
9429,04239984574984240,,2363,2694,4399,4318,4695,4931,3910,sea,2363,2694,1253,1452,,,,,,
9430,04477391557217741,,2363,1116,4681,3865,4063,3750,4589,sea,2363,1116,3203,1519,,,,,,
9431,04921622899879882,,3742,4524,3284,3284,3226,3742,4962,sea,8012,8794,2948,3906,,,,,,
9432,04785384633193530,,1371,2122,4399,4318,4717,3428,4455,sea,1371,2122,1284,3802,,,,,,
9433,04515494935565515,,2841,948,3565,3665,4099,3625,3217,sea,2841,948,1691,741,,,,,,
9434,04742856821341498,,2426,1324,4675,3443,4424,4888,3054,sea,2426,1324,4230,3947,,,,,,
9435,04555254354974989,,4159,2266,4946,3432,3349,4424,3856,sea,8429,2266,2725,3624,,,,,,
9436,04454983666616325,,1371,2074,4170,3345,4888,4635,3297,sea,1371,2074,3330,3954,,,,,,
9437,04931811227557876,,3257,3369,3608,3910,4408,4323,3703,sea,7527,7639,2722,558,,,,,,
9438,04666243978518858,,2846,1643,3165,4216,4113,4447,4808,sea,2846,1643,2871,786,,,,,,
9439,04367243588928773,,3017,907,3692,4822,4461,3537,3595,sea,7287,907,1690,606,,,,,,
9440,04581381588578814,,2786,2074,3526,3242,4287,3418,3295,sea,2786,2074,3475,4122,,,,,,
9441,04862711939399188,,4821,3369,3693,4023,4512,3418,3828,sea,9091,7639,2747,3559,,,,,,
9442,04491355834814689,,2363,1790,3538,3511,4846,3196,3665,sea,2363,1790,2633,1472,,,,,,
9443,04435435586676248,,2137,2658,4843,3679,3830,4036,4516,sea,2137,2658,2077,728,,,,,,
9444,04333851184954336,,2648,866,4195,4895,3159,4832,3437,sea,2648,866,1532,4092,,,,,,
9445,04767492677827886,,3598,347,4996,4312,3101,4222,4462,sea,7868,347,1675,737,,,,,,
9446,04411365897577777,,2298,927,3921,3347,4750,4528,3994,sea,2298,927,1686,248,,,,,,
9447,04534392873333980,,1072,2494,3710,4066,3349,4580,4776,sea,1072,2494,2680,3579,,,,,,
9448,04752174136496885,,2363,265,4645,4600,3977,4740,3932,sea,2363,265,2073,1514,,,,,,
9449,04687632352592288,,4002,959,3857,3072,4525,3922,4593,sea,8272,959,65,626,,,,,,
9450,04263348349289775,,4097,611,4128,4128,4128,3446,3446,sea,8367,611,1740,4072,,,,,,
9451,04231816831691364,,1583,1851,3027,3669,3204,4969,3464,sea,1583,1851,802,260,,,,,,
9452,04931573696366266,,3082,880,4805,4210,3082,4919,4708,sea,7352,880,1650,2207,,,,,,
9453,04818321361921193,,3856,4880,3946,3100,4780,4888,4455,sea,8126,9150,2740,3618,,,,,,
9454,04357217355185662,,1772,3113,5000,5000,4072,4835,3773,sea,1772,7383,1415,1938,,,,,,
9455,04573258675635945,,2363,238,4919,3109,3035,3214,4443,sea,2363,238,3058,1467,,,,,,
9456,04466261575285371,,2855,3126,3004,3126,4888,4832,3437,sea,2855,7396,1773,3718,,,,,,
9457,04244664127217170,,2363,1760,4022,3586,3643,3580,4478,sea,2363,1760,4256,1479,,,,,,
9458,04552461798768392,,2852,103,3669,3872,4668,3742,3437,sea,2852,103,798,4024,,,,,,
9459,04234541349989685,,45,4111,3764,4599,3414,3723,3667,sea,45,8381,2750,2038,,,,,,
9460,04943352529659110,,2363,4920,4383,3872,3658,3572,4111,sea,2363,9190,800,1496,,,,,,
9461,04283541554164576,,456,463,3027,3204,4131,4717,3856,sea,456,463,799,3893,,,,,,
9462,04664243827427289,,1368,2325,4185,4938,4938,3052,4569,sea,1368,2325,1855,582,,,,,,
9463,04666361537157611,,76,2448,4372,3955,4725,4962,4962,sea,76,2448,3168,3718,,,,,,
9464,04115283444454571,,147,1481,4170,3524,4975,4528,4632,sea,147,1481,3380,246,,,,,,
9465,04653638311441881,,2367,645,4113,4113,3165,3646,3517,sea,2367,645,2867,689,,,,,,
9466,04833874624384727,,4797,1242,3288,3070,4105,4902,3449,sea,9067,1242,3196,224,,,,,,
9467,04335545477267934,,2436,4837,4761,3754,3458,4717,4776,sea,2436,9107,1150,3999,,,,,,
9468,04198398629899269,,1837,587,4333,4804,3132,4890,3667,sea,1837,587,1545,1929,,,,,,
9469,04781957532282120,,1832,3210,4436,3519,3044,4234,4842,sea,1832,7480,2873,700,,,,,,
9470,04914861514214152,,76,999,3608,3549,4631,3742,3349,sea,76,999,2749,3869,,,,,,
9471,04731734663463841,,616,637,3526,3345,3723,3111,3128,sea,616,637,3386,1919,,,,,,
9472,04842657538278676,,2411,1995,3122,4042,3161,3967,4181,sea,2411,1995,45,228,,,,,,
9473,04811135515165732,,4243,310,4399,4318,4725,4388,3111,sea,8513,310,1289,1960,,,,,,
9474,04223551549859491,,962,4738,4958,3759,3799,3611,4965,sea,962,9008,2366,689,,,,,,
9475,04825584272822175,,753,187,4168,4908,4798,4385,3060,sea,753,187,4266,256,,,,,,
9476,04571142876116858,,1144,2599,3444,4627,4627,4890,3111,sea,1144,2599,870,2001,,,,,,
9477,04443618245125885,,1212,355,3075,3075,4398,4036,4918,sea,1212,355,2795,628,,,,,,
9478,04771355614854273,,3644,2448,3338,3955,4734,3644,3446,sea,7914,2448,3158,3665,,,,,,
9479,04289267138598295,,4193,1408,3345,3242,3428,4717,4580,sea,8463,1408,3301,3607,,,,,,
9480,04912363337257245,,682,3035,4482,4059,3848,3580,3162,sea,682,7305,3055,571,,,,,,
9481,04683698989179944,,2363,2224,4137,4837,3656,4025,4654,sea,2363,2224,1175,1481,,,,,,
9482,04762278934124883,,4587,3946,4260,3459,3351,4797,4632,sea,8857,8216,2723,207,,,,,,
9483,04952552318788818,,2429,562,3729,4583,3380,4323,3046,sea,2429,562,1025,768,,,,,,
9484,04768832984344130,,614,1324,3329,3443,3443,4332,4670,sea,614,1324,4194,246,,,,,,
9485,04794689665665610,,2176,945,4113,4113,3876,3889,3218,sea,2176,945,2848,562,,,,,,
9486,04121913729689275,,3332,161,4915,4216,3042,4363,3469,sea,7602,161,2867,635,,,,,,
9487,04158319882712937,,2067,2955,3692,4121,3450,4401,3124,sea,2067,2955,1681,602,,,,,,
9488,04814767952162493,,2363,4517,4517,3519,3259,3653,4378,sea,2363,8787,2921,1478,,,,,,
9489,04933998854444576,,2855,1481,3526,4062,4957,3001,4536,sea,2855,1481,3247,3585,,,,,,
9490,04498897639289895,,2855,2265,4495,4548,3714,3742,3054,sea,2855,2265,86,3998,,,,,,
9491,04693354747997737,,2363,1103,4488,4837,4650,4946,4245,sea,2363,1103,1145,1465,,,,,,
9492,04999531199359912,,976,2973,4384,4384,4384,4635,4821,sea,976,2973,2245,3539,,,,,,
9493,04514245423183145,,4279,4907,4840,4907,4461,3067,3300,sea,8549,9177,890,631,,,,,,
9494,04945776275485843,,233,2728,3314,3759,4981,4919,4981,sea,233,2728,2375,2184,,,,,,
9495,04494153992822754,,4763,2963,3802,3330,3963,4040,3517,sea,9033,2963,61,567,,,,,,
9496,04782283257767512,,2534,1401,3839,3839,4277,4611,4808,sea,2534,1401,2488,724,,,,,,
9497,04337217885555269,,2361,1857,3113,5000,4933,4537,4207,sea,2361,1857,1415,599,,,,,,
9498,04347369327777719,,2363,4080,3866,3815,4913,3184,4673,sea,2363,8350,2232,1443,,,,,,
9499,04492354411581623,,3644,3258,4863,4546,4591,4580,4536,sea,7914,7528,2538,3969,,,,,,
9500,04418167715665771,,2363,1312,3326,3455,4672,3115,3866,sea,2363,1312,2555,1486,,,,,,
9501,04719999615615183,,3769,1575,3992,4851,4851,4888,3437,sea,8039,1575,2840,3790,,,,,,
9502,04431616756666731,,3437,1268,4585,4087,3317,4159,4821,sea,7707,1268,994,3697,,,,,,
9503,04323952846136671,,2363,355,3075,3075,4780,4558,3490,sea,2363,355,2797,1498,,,,,,
9504,04854285247997264,,1605,4928,3136,4472,3665,3862,4486,sea,1605,9198,4268,736,,,,,,
9505,04329935875385412,,2156,1165,4360,3253,3441,4717,3349,sea,2156,1165,182,3937,,,,,,
9506,04882233893493282,,2363,2696,3726,3663,3938,3367,4409,sea,2363,2696,802,1470,,,,,,
9507,04896418913613793,,2343,4960,4727,4960,4735,3807,4187,sea,2343,9230,29,783,,,,,,
9508,04381816168878562,,2336,1593,4221,4509,4536,4455,4776,sea,2336,1593,2042,4078,,,,,,
