Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
3614,6614,Cumming,,,,,,,,
3615,6615,Dallas,,,USDAL,,,,,
3616,6616,Dawson,,,,,,,,
3617,6617,Delano,,,,,,,,
3618,6618,Delavan,,,,,,,,
3619,6619,Delaware,,,,,,,,
3620,6620,Delaware Bay,,,,,,,,
3621,6621,Delaware City,,,,,,,,
3622,6622,Delphi,,,,,,,,
3623,6623,Del Rio,,,,,,,,
3624,6624,Denver,,,USDEN,,,,,
3625,6625,Des Moines,,,USDSM,,,,,
3626,6626,Des Plaines,,,,,,,,
3627,6627,Destrehan,River Port,Small,,985-652-9278,985-652-9518,,info@portsl.com,www.portsl.com
3628,6628,Detroit,,,USDET,,,,,
3629,6629,Detroit City,Seaport,Medium,,(313) 331-3842,(313) 331-5457,(800) 249-PORT,,www.portdetroit.com
3630,6630,Dickson,,,,,,,,
3631,6631,Dillingham,Harbor,Small,,907-842-1069,907-842-4573,,harbor@nushtel.com,www.ci.dillingham.ak.us
3632,6632,Dilworth,,,,,,,,
3633,6633,Donaldson,,,,,,,,
3634,6634,Drift River Marine Terminal,Off-Shore Terminal,Very Small,,907 243 1166,907 243 1166,,,www.chevron-pipeline.com/cookinlet.asp
3635,6635,Duluth-Superior,Harbor,Small,,213-727-8525,218-727-6888,800-232-0703,admin@duluthport.com,www.duluthport.com
3636,6636,Dunkirk,,,,,,,,
3637,6637,Dunseith,,,,,,,,
3638,6638,Du Quoin,,,,,,,,
3639,6639,Dutch Harbor,,,USDUT,,,,,
3640,6640,Eagle Pass,,,,,,,,
3641,6641,Eastport Maine Usa,"Pier, Jetty or Wharf",Very Small,,207-853-4614,207-853-9584,,johnsullivan@portofeastport.org,www.portofeastport.org
3642,6642,East Saint Louis,,,,,,,,
3643,6643,East Sandwich,,,,,,,,
3644,6644,Eaton,,,,,,,,
3645,6645,Eddystone,Seaport,Small,,610 499 3000,610 499 3014,,sales@pennterminals.com,www.pennterminals.com
3646,6646,Edgeley,,,,,,,,
3647,6647,Edison,,,,,,,,
3648,6648,El Capitan,,,,,,,,
3649,6649,El Dorado,,,,,,,,
3650,6650,Elizabeth,,,,,,,,
3651,6651,Elk Grove Village,,,,,,,,
3652,6652,Elkhorn,,,,,,,,
3653,6653,Elko,,,,,,,,
3654,6654,Elmhurst,,,,,,,,
3655,6655,Elmira,,,,,,,,
3656,6656,Elmwood Park,,,,,,,,
3657,6657,El Segundo,Off-Shore Terminal,Very Small,,310-241-1389,310-241-1387,,,www.chevron.com/products/about/elsegundo
3658,6658,Eltopia,,,,,,,,
3659,6659,El Toro,,,,,,,,
3660,6660,Ely,,,,,,,,
3661,6661,Emlenton,,,,,,,,
3662,6662,Endeavor,,,,,,,,
3663,6663,Erie,Seaport,Medium,,814-455-7557,814-455-8070,,,www.porterie.org
3664,6664,Escanaba,Seaport,Small,,906-786-9614,906-789-3798,800-700-9614,,
3665,6665,Etowah,,,,,,,,
3666,6666,Eufaula,River Port,Very Small,,334-441-7003,334-441-7216,,jlyons@asdd.com,www.asdd.com
3667,6667,Eugene,,,,,,,,
3668,6668,Everett,,,,,,,,
3669,6669,Fabens,,,,,,,,
3670,6670,Fairburn,,,,,,,,
3671,6671,Fairport,Harbor,Small,,,,,,
3672,6672,Fall River,,,,,,,,
3673,6673,Fargo,,,,,,,,
3674,6674,Fernandina Beach,Seaport,Small,USFEB,904-261-0098,,,,www.nassauclerk.org
3675,6675,Ferndale,Seaport,Small,,360 384 8351,360 384 8360,,,www.conocophillips.com
3676,6676,Fillmore,,,,,,,,
3677,6677,Findlay,,,,,,,,
3678,6678,Fishersville,,,,,,,,
3679,6679,Fitchburg,,,,,,,,
3680,6680,Flint,,,,,,,,
3681,6681,Florida,,,,,,,,
3682,6682,Flower Mound,,,,,,,,
3683,6683,Foley,,,,,,,,
3684,6684,Fond Du Lac,,,,,,,,
3685,6685,Forrest,,,,,,,,
3686,6686,Fort Lauderdale,,,USFLL,,,,,
3687,6687,Fort Mill,,,,,,,,
3688,6688,Fort Smith,,,,,,,,
3689,6689,Fort Wayne,,,,,,,,
3690,6690,Fort Worth,,,USFWT,,,,,
3691,6691,Fosston,,,,,,,,
3692,6692,Freeport,Seaport,Medium,USFPO,979 233 2667,979 233 5625,800 362 5743,wilson@portfreeport.com,www.portfreeport.com
3693,6693,Frewsburg,,,,,,,,
3694,6694,Frontier,,,,,,,,
3695,6695,Gadsden,,,,,,,,
3696,6696,Galion,,,,,,,,
3697,6697,Gallup,,,,,,,,
3698,6698,Galveston,Seaport,Medium,USGLS,409.765.9321,409.766.6171,,portgalv@portofgalveston.com,www.portofgalveston.com
3699,6699,Gardiner,,,,,,,,
3700,6700,Garfield,River Port,Very Small,,509 843 3740,509 843 3811,,portg@pomeroy-wa.com,www.portofgarfield.com
3701,6701,Gaston,,,,,,,,
3702,6702,George,,,,,,,,
3703,6703,Georgetown,River Port,Small,GYGEO,843 527 4476,843 527 2601,,dschronce@scspa.com,www.scspa.com
3704,6704,Glen Dale,,,,,,,,
3705,6705,Gloucester,Seaport,Medium,,978 282 3012,978 281 4188,,,www.ci.gloucester.ma.us
3706,6706,Golden Valley,,,,,,,,
3707,6707,Gonzalez,,,,,,,,
3708,6708,Good Hope,,,,,,,,
3709,6709,Goodland,,,,,,,,
3710,6710,Good Thunder,,,,,,,,
3711,6711,Grand Blanc,,,,,,,,
3712,6712,Grand Haven,Marina,Very Small,,616-847-3478,616 842 0085,,,www.grandhaven.org
3713,6713,Grand Rapids,,,,,,,,
3714,6714,Grays Harbor,,,,,,,,
3715,6715,Grays River,,,,,,,,
3716,6716,Great Lakes,,,,,,,,
3717,6717,Green Bay,Seaport,Small,,920-492-4950,920-492-4957,,haen_dr@co.brown.wi.us,www.portofgreenbay.com
3718,6718,Greenport Harbor,,,,,,,,
3719,6719,Greenview,,,,,,,,
3720,6720,Grove City,,,,,,,,
3721,6721,Guam,,,GUGUM,,,,,
3722,6722,Gulfport,Seaport,Small,USGPT,228-248-0022,228-248-0027,,dra@shipmspa.com,www.shipmspa.com
3723,6723,Gustavus,"Pier, Jetty or Wharf",Very Small,,,,,,
3724,6724,Hagerstown,,,,,,,,
3725,6725,Haines,Harbor,Small,,907-766-2448,907-766-2716,,pbenner@haines.ak.us,www.haines.ak.us
3726,6726,Haleyville,,,,,,,,
3727,6727,Hallandale,,,,,,,,
3728,6728,Hamburg,,,DEHAM,,,,,
3729,6729,Hamlet,,,,,,,,
3730,6730,Hampshire,,,,,,,,
3731,6731,Hampton Roads,,,,,,,,
3732,6732,Hansboro,,,,,,,,
3733,6733,Hanska,,,,,,,,
3734,6734,Hardwick,,,,,,,,
3735,6735,Hatfield,,,,,,,,
3736,6736,Hauppauge,,,,,,,,
3737,6737,Havana,,,,,,,,
3738,6738,Haverhill,,,,,,,,
3739,6739,Hawthorne,,,,,,,,
3740,6740,Hazelwood,,,,,,,,
3741,6741,Hempstead,,,,,,,,
3742,6742,High Point,,,,,,,,
3743,6743,Hills,,,,,,,,
3744,6744,Hillside,,,,,,,,
3745,6745,Hiwassee,,,,,,,,
3746,6746,Hoboken,,,,,,,,
3747,6747,Hollis,"Pier, Jetty or Wharf",Very Small,,,,,,
3748,6748,Home,Harbor,Small,,907-235-3160,907-235-3152,,jmartin@ci.homer.ak.us,port.ci.homer.ak.us
3749,6749,Homestead,,,,,,,,
3750,6750,Honolulu,Deepwater Seaport,Very Large,USHNL,,,,,www.cnic.navy.mil/pearlharbor
3751,6751,Hooksett,,,,,,,,
3752,6752,Hoonah,Harbor,Small,,907-945-3670,907-945-3674,,hoonah_harbor@hoonah.net,
3753,6753,Horseheads,,,,,,,,
3754,6754,Hospers,,,,,,,,
3755,6755,Houlton,,,,,,,,
3756,6756,Houston,Seaport,Very Large,USHOU,713-670-2400,713-670-2429,800-688-3625,,www.portofhouston.com
3757,6757,Howey In The Hills,,,,,,,,
3758,6758,Hueneme,,,,,,,,
3759,6759,Huntingdon,,,,,,,,
3760,6760,Huntingdon Valley,,,,,,,,
3761,6761,Huntington Beach,,,,,,,,
3762,6762,Huntsville,,,USHSV,,,,,
3763,6763,Huron,Harbor,Small,,419 433 5000,419 433 5120,,,
3764,6764,Hyannis Harbor,Harbor,Small,,,,,,
3765,6765,Hydaburg,"Pier, Jetty or Wharf",Small,,,,,,
3766,6766,Hyrum,,,,,,,,
3767,6767,Idabel,,,,,,,,
3768,6768,Indianapolis,,,USIND,,,,,
3769,6769,Iowa City,,,,,,,,
3770,6770,Island Falls,,,,,,,,
3771,6771,Ithaca,,,,,,,,
3772,6772,Iuka,,,,,,,,
3773,6773,Jacksonville,,,USJAX,,,,,
3774,6774,Jenison,,,,,,,,
3775,6775,Jesup,,,,,,,,
3776,6776,John F. Kennedy Apt/New York,,,,,,,,
3777,6777,Johnston Island Harbour,,,,,,,,
3778,6778,Jonesport,,,,,,,,
3779,6779,Joshua,,,,,,,,
3780,6780,Juda,,,,,,,,
3781,6781,Kahului,Harbor,Small,,808-873-3350,,,,www.state.hi.us/dot/harbors
3782,6782,Kailua Kona,"Pier, Jetty or Wharf",Small,,,,,,
3783,6783,Kake,Harbor,Small,,,,,,
3784,6784,Kalama,River Port,Small,,360-673-2325,360-673-5017,,pok@portofkalama.com,www.portofkalama.com
3785,6785,Kanawha,,,,,,,,
3786,6786,Kane,,,,,,,,
3787,6787,Kansas City,,,USMKC,,,,,
3788,6788,Kawaihae,Harbor,Small,,808-882-7565,,,,www.state.hi.us/dot/harbors
3789,6789,Keansburg,,,,,,,,
3790,6790,Kenai,"Pier, Jetty or Wharf",Small,USENA,907 283 7535,907 283 3014,,bfrates@ci.kenai.ak.us,www.ci.kenai.ak.us
3791,6791,Kenansville,,,,,,,,
3792,6792,Kennewick,River Port,Small,,509 586 1186,509 582 7678,,pok@portofkennewick.org,www.portofkennewick.org
3793,6793,Kenosha,Harbor,Small,,262 652 3125,,,,
3794,6794,Kenvil,,,,,,,,
3795,6795,Kerhonkson,,,,,,,,
3796,6796,Ketchikan,Seaport,Medium,,907-228-5632,907-247-3610,,chrisb@city.ketchikan.ak.us,www.city.ketchikan.ak.us
3797,6797,Keyport,,,,,,,,
3798,6798,King,,,,,,,,
3799,6799,King Cove,"Pier, Jetty or Wharf",Small,,907-497-2237,907-497-2649,,kcharbor@arctic.net,
3800,6800,Kings Mountain,,,,,,,,
3801,6801,Kingsport,,,,,,,,
3802,6802,Klawock,Harbor,Small,,907 755 2260,907 755 2403,,,www.cityofklawock.com
3803,6803,Klickitat,,,,,,,,
3804,6804,Knik,,,,,,,,
3805,6805,Kodiak,Seaport,Small,USADQ,907.486.8080,907.486.8090,,harbormaster@city.kodiak.ak.us,www.city.kodiak.ak.us/harbor/index.shtml
3806,6806,Kotzebue,Harbor,Small,,907 442-3401,,,,www.cityofkotzebue.com
3807,6807,Kouts,,,,,,,,
3808,6808,Kulm,,,,,,,,
3809,6809,La Guardia Apt/New York,,,,,,,,
3810,6810,Laguna Beach,,,,,,,,
3811,6811,Laguna Hills,,,,,,,,
3812,6812,Lake Forest,,,,,,,,
3813,6813,Lake Orion,,,,,,,,
3814,6814,Lanark,,,,,,,,
3815,6815,Landis,,,,,,,,
3816,6816,Lapeer,,,,,,,,
3817,6817,La Porte,,,,,,,,
3818,6818,Laramie,,,,,,,,
3819,6819,Laredo,,,USLRD,,,,,
3820,6820,Las Vegas,,,USLAS,,,,,
3821,6821,Laurier,,,,,,,,
3822,6822,Lawrenceville,,,,,,,,
3823,6823,Lawton,,,,,,,,
3824,6824,Lenox,,,,,,,,
3825,6825,Lewisburg,,,,,,,,
3826,6826,Lewiston,River Port,Small,,208 743 5531,208 743 4243,,portinfo@lewiston.com,www.portoflewiston.com
3827,6827,Libertyville,,,,,,,,
3828,6828,Lilesville,,,,,,,,
3829,6829,Lincolnton,,,,,,,,
3830,6830,Linn,,,,,,,,
3831,6831,Lisbon Falls,,,,,,,,
3832,6832,Littleton,,,,,,,,
3833,6833,Live Oak,,,,,,,,
3834,6834,Liverpool,,,GBLIV,,,,,
3835,6835,Livonia,,,,,,,,
3836,6836,Lockeford,,,,,,,,
3837,6837,Lolita,,,,,,,,
3838,6838,Long Beach,Deepwater Seaport,Very Large,USLGB,562 437 0041,562 901 1733,,info@polb.com,www.polb.com
3839,6839,Long Lake,,,,,,,,
3840,6840,Longview,River Port,Small,,(360) 425-3305,(360) 425-8650,,marketing@portoflongview.com,www.portoflongview.com
3841,6841,Longwood,,,,,,,,
3842,6842,Loop Terminal,,,,,,,,
3843,6843,Lorain,Seaport,Medium,,440-204-2269,440-204-2269,,,www.lorainportauthority.com
3844,6844,Los Alamitos,,,USLAT,,,,,
3845,6845,Los Angeles,Deepwater Seaport,Very Large,USLAX,310 732 3400,310 732 0291,,geninfo@portoflosangeles.org,www.portoflosangeles.org
3846,6846,Louisa,,,,,,,,
3847,6847,Louisville,,,USLUI,,,,,
3848,6848,Lukeville,,,,,,,,
3849,6849,Lumber City,,,,,,,,
3850,6850,Lyme,,,,,,,,
3851,6851,Lynchburg,,,,,,,,
3852,6852,Lynden,,,,,,,,
3853,6853,Madawaska,,,,,,,,
3854,6854,Madill,,,,,,,,
3855,6855,Madison Heights,,,,,,,,
3856,6856,Mahrt,,,,,,,,
3857,6857,Malaga,,,ESAGP,,,,,
3858,6858,Manassas,,,,,,,,
3859,6859,Mandan,,,,,,,,
3860,6860,Manistee,Harbor,Small,,,231 723-1552,,,www.ci.manistee.mi.us
3861,6861,Manitowoc,Harbor,Small,,920 686 6910,920 686 6906,,,www.manitowoc.org/sailinginfo.html
3862,6862,Manson,,,,,,,,
3863,6863,Maple Hill,,,,,,,,
3864,6864,Marcus Hook,Seaport,Medium,,,,,,
3865,6865,Marianna,,,,,,,,
3866,6866,Marquette,Harbor,Small,,906 228 0340,,,,
3867,6867,Marrero,,,,,,,,
3868,6868,Martinez,Deepwater Seaport,Medium,,,,,,www.shellmartinezrefinery.com
3869,6869,Massena,,,,,,,,
3870,6870,Mattoon,,,,,,,,
3871,6871,Mayo,,,,,,,,
3872,6872,Meigs,,,,,,,,
3873,6873,Mellville,,,,,,,,
3874,6874,Melrose Park,,,,,,,,
3875,6875,Melville,Harbor,Small,,401 683 0300,,,,
3876,6876,Memphis,River Port,Small,USMEM,901-948-4422,901-775-9818,,info@portofmemphis.com,www.portofmemphis.com
3877,6877,Menominee,Harbor,Small,,906 863-2656,,,,www.cityofmenominee.org
3878,6878,Menomonee Falls,,,,,,,,
3879,6879,Mentor,,,,,,,,
3880,6880,Meridian,,,,,,,,
3881,6881,Metairie,,,,,,,,
3882,6882,Metlakatla,Harbor,Small,,907 886 4646,,,,
3883,6883,Mexico,,,,,,,,
3884,6884,Miami,Seaport,Medium,USMIA,305 371 7678,305 347 4843,,portofmiami@miamidade.gov,www.miamidade.gov/portofmiami
3885,6885,Michigan,,,,,,,,
3886,6886,Middlesex,,,,,,,,
3887,6887,Midlothian,,,,,,,,
3888,6888,Millersville,,,,,,,,
3889,6889,Millington,,,,,,,,
3890,6890,Milwaukee,Seaport,Medium,USMKE,414-286-3511,414-286-8506,,ereine@milwaukee.gov,www.milwaukee.gov/PortofMilwaukee307.htm
3891,6891,Mingo,,,,,,,,
3892,6892,Minneapolis/St Paul Apt,,,USMSP,,,,,
3893,6893,Minot,,,,,,,,
3894,6894,Mississippi River,,,,,,,,
3895,6895,Mobile,Deepwater Seaport,Large,USMOB,334-441-7003,334-441-7216,,jlyons@asdd.com,www.asdd.com
3896,6896,Monroe,,,,,,,,
3897,6897,Montebello,,,,,,,,
3898,6898,Monument,,,,,,,,
3899,6899,Mora,,,,,,,,
3900,6900,Morehead City,Harbor,Small,USMRH,910-763-1621,910-343-6225,800-334-0682,,www.ncports.com
3901,6901,Morgan City,,,,,,,,
3902,6902,Morganton,,,,,,,,
3903,6903,Morrill,,,,,,,,
3904,6904,Morriston,,,,,,,,
3905,6905,Morrisville,,,,,,,,
3906,6906,Morrow,,,,,,,,
3907,6907,Moselle,,,,,,,,
3908,6908,Mosinee,,,,,,,,
3909,6909,Moss Landing,Harbor,Small,,831-633-2461,831-633-1201,,,www.mosslandingharbor.dst.ca.us
3910,6910,Moundville,,,,,,,,
3911,6911,Mount Olive,,,,,,,,
3912,6912,Muncie,,,,,,,,
3913,6913,Muskegon,Seaport,Medium,,,,,,www.muskegon-mi.gov
3914,6914,Myerstown,,,,,,,,
3915,6915,Myrtle Grove,,,,,,,,
3916,6916,Naco,,,,,,,,
3917,6917,Naknek,"Pier, Jetty or Wharf",Small,,907-246-6168,907-246-3493,,portbb@bristolbay.com,theborough.com
3918,6918,Nantucket Harbor,Harbor,Small,,508 228 7261,508 325 5388,,marine@town.nantucket.net,www.nantucket-ma.gov
3919,6919,Naples,,,,,,,,
3920,6920,Napoleon,,,,,,,,
3921,6921,Nashville,River Port,Small,USBNA,,,,,
3922,6922,Navasota,,,,,,,,
3923,6923,Nawiliwili,,,,,,,,
3924,6924,Neah Bay,,,,,,,,
3925,6925,Nenana,River Port,Very Small,,,,,,
3926,6926,Neoga,,,,,,,,
3927,6927,Newark,,,USEWR,,,,,
3928,6928,Newaygo,,,,,,,,
3929,6929,Newbern,,,,,,,,
3930,6930,Newberry,,,,,,,,
3931,6931,New Britain,,,,,,,,
3932,6932,New Franklin,,,,,,,,
3933,6933,New Orleans,River Port,Very Large,USMSY,(504) 522-2551,(504) 524-4156,,,www.portno.com
3934,6934,New Philadelphia,,,,,,,,
3935,6935,Newport,,,GBNPT,,,,,
3936,6936,Newport News,,,USNNS,,,,,
3937,6937,Newport News Hampton,,,,,,,,
3938,6938,New York,Deepwater Seaport,Very Large,USNYC,212-435-4200,,888-767-8696,,www.panynj.gov
3939,6939,New York Mills,,,,,,,,
3940,6940,Nikiski,"Pier, Jetty or Wharf",Small,,,,,,
3941,6941,Norfolk,,,USORF,,,,,
3942,6942,North,,,,,,,,
3943,6943,North Adams,,,,,,,,
3944,6944,Northborough,,,,,,,,
3945,6945,Northbridge,,,,,,,,
3946,6946,North Charleston,,,USNTS,,,,,
3947,6947,North Lima,,,,,,,,
3948,6948,North Pembroke,,,,,,,,
3949,6949,Northport,,,,,,,,
3950,6950,North Prairie,,,,,,,,
3951,6951,Oak Bluff,,,,,,,,
3952,6952,Oakhurst,,,,,,,,
3953,6953,Oakland,Deepwater Seaport,Very Large,USOAK,510 627 1339,510 627 1811,,marineinfo@portofoakland.com,www.portofoakland.com
3954,6954,Oak Ridge,,,,,,,,
3955,6955,Oberlin,,,,,,,,
3956,6956,Odessa,,,UAODS,,,,,
3957,6957,Ogdensburg,Seaport,Small,,315-393-4080,315-393-7068,,obpa@ogdensport.com,www.ogdensport.com
3958,6958,Olive Branch,,,,,,,,
3959,6959,Olympia,River Port,Medium,USOLM,360 528 8000,360 528 8090,,inquiries@portolympia.com,www.portolympia.com
3960,6960,Ontonagon,Harbor,Small,,906 884 4188,906 884 6788,,ontcoedc@up.net,
3961,6961,Orange,River Port,Small,,(409) 883-4363,(409) 883-5607,,,www.portoforange.com
3962,6962,Orlando,,,USORL,,,,,
3963,6963,Oslo,,,NOOSL,,,,,
3964,6964,Ostrica,"Pier, Jetty or Wharf",Small,,,,,,
3965,6965,Oswego,Seaport,Small,,315 343 4503,315 343 5498,,shipping@portoswego.com,www.portoswego.com
3966,6966,Paducah,,,,,,,,
3967,6967,Palmdale,Seaport,Medium,,425 259 3164,425 252 7366,800-729-7678,gen@portofeverett.com,www.portofeverett.com
3968,6968,Panama City (Fl),,,,,,,,
3969,6969,Parlier,,,,,,,,
3970,6970,Parsippany,,,,,,,,
3971,6971,Parsons,,,,,,,,
3972,6972,Pasadena,Seaport,Large,,713-670-2400,713-670-2429,800-688-3625,,www.portofhouston.com
3973,6973,Pascagoula,Seaport,Medium,USPGL,228 762 4041,228 762 7476,,info@portofpascagoula.com,www.portofpascagoula.com
3974,6974,Pasco,River Port,Small,,509 547 3378,509 547 2547,,portofpasco@portofpasco.org,www.portofpasco.org
3975,6975,Patterson,,,,,,,,
3976,6976,Paulsboro,Seaport,Small,,856 423-1500,,,,www.paulsboronj.org
3977,6977,Pearlington,,,,,,,,
3978,6978,Pecos,,,,,,,,
3979,6979,Peekskill,,,,,,,,
3980,6980,Pelican,Harbor,Small,,907-735-2202,907-735-2258,,cityhall@pelicancity.net,www.pelican.net
3981,6981,Pellston,,,,,,,,
3982,6982,Pembina,,,,,,,,
3983,6983,Pennsauken,River Port,Medium,USPPS,856 317 5900,,,,
3984,6984,Penns Grove,Seaport,Small,,,,,,
3985,6985,Pensauken,,,,,,,,
3986,6986,Philadelphia,River Port,Large,USPHL,215-426-2600,215-426-6800,,marketing@philaport.com,www.philaport.com
3987,6987,Phoenix,,,USPHX,,,,,
3988,6988,Pinconning,,,,,,,,
3989,6989,Pine Brook,,,,,,,,
3990,6990,Pinson,,,,,,,,
3991,6991,Pittsburg,,,,,,,,
3992,6992,Pittsburgh,River Port,Medium,USPIT,412 201-7330,412 201-7337,,mail@port.pittsburgh.pa.us,www.port.pittsburgh.pa.us
3993,6993,Plaquemines,River Port,Medium,,504-682-7920,504-682-0649,,,www.plaqueminesport.com
3994,6994,Plymouth,Harbor,Very Small,USPYM,,,,,
3995,6995,Port Allen,,,,,,,,
3996,6996,Port Arthur,Seaport,Medium,USPOA,409-983-2011,409-985-9312,,info@portofportarthur.com,www.portofportarthur.com
3997,6997,Port Blakely,,,,,,,,
3998,6998,Port Bolivar,,,,,,,,
3999,6999,Port Canaveral,,,,,,,,
4000,7000,Port Chester Harbor,Harbor,Small,,914-939-5202,914-937-3169,,,www.portchesterny.com
4001,7001,Port Clyde,,,,,,,,
4002,7002,Port Elizabeth,,,ZAPLZ,,,,,
4003,7003,Port Everglades,,,USPEF,,,,,
4004,7004,Port Fourchon,Seaport,Medium,,985-632-6701,985-632-6703,,glpc@portfourchon.com,www.portfourchon.com
4005,7005,Port Gamble,Harbor,Small,,360 297 8074,360 297 7455,,,www.portgamble.com
4006,7006,Port Gibson,,,,,,,,
4007,7007,Port Hadlock,,,,,,,,
4008,7008,Port Hueneme,Deepwater Seaport,Medium,USNTD,805.488.3677,805.488.2620,,wberg@portofhueneme.org,www.portofhueneme.org
4009,7009,Port Huron,Seaport,Small,,810 984 9744,810 984 3086,,,www.porthuron.org
4010,7010,Port Jefferson,,,,,,,,
4011,7011,Portland,River Port,Medium,USPWM,503.944.7000,503.944.7080,800.547.8411,ContactUs@PortofPortland.com,www.portofportlandor.com
4012,7012,Portland (Me),Seaport,Medium,,207 541 6900,207 541 6905,,,www.portofportlandmaine.org
4013,7013,Port Lavaca,Seaport,Small,,(361) 987-2813,(361) 987-2189,,RHVB@portofplpc.com.,www.calhounport.com
4014,7014,Port Ludlow,,,,,,,,
4015,7015,Port Manatee,Seaport,Small,USPME,941/722-6621,941/729-1463,,portoffice@portmanatee.com,www.portmanatee.com
4016,7016,Port Newark,,,,,,,,
4017,7017,Port Orange,,,,,,,,
4018,7018,Port Orchard,,,,,,,,
4019,7019,Port Reading,,,,,,,,
4020,7020,Port Royal,River Port,Small,,(843)524-9311,(843)524-5397,,dschronce@scspa.com,www.scspa.com
4021,7021,Port Saint Joe,,,,,,,,
4022,7022,Port San Luis,Harbor,Small,,805 595-5400,,,admin@portsanluis.com,www.portsanluis.com
4023,7023,Portsmouth,,,USPTM,,,,,
4024,7024,Port St Joe,Harbor,Small,,850 229-5240,,866 467-8563,,www.portofportstjoe.com
4025,7025,Port Sulphur,,,,,,,,
4026,7026,Port Townsend,"Pier, Jetty or Wharf",Small,,360 385-0656,,,info@portofpt.com,www.portofpt.com
4027,7027,Port Washington,Harbor,Small,,262 284 6606,262 284 5426,,mrnaport@execpc.com,www.ci.port-washington.wi.us
4028,7028,Port Wentworth,Seaport,Small,USPWN,912-964-1271,912-964-4342,,,www.weyerhaeuser.com/Businesses/CelluloseFibers/PortWentworth
4029,7029,Presidio,,,,,,,,
4030,7030,Presque Isle,,,,,,,,
4031,7031,Provincetown,Harbor,Small,,508 487 7030,508 487 7005,,,
4032,7032,Racine,Harbor,Very Small,,262 636 9191,262 636 9545,,,www.cityofracine.org
4033,7033,Rapid City,,,,,,,,
4034,7034,Raymondville,,,,,,,,
4035,7035,Red Dog,"Pier, Jetty or Wharf",Very Small,,,,,,
4036,7036,Redwood City,Seaport,Medium,,650 306 4150,650 369 7636,,portofrc@redwoodcityport.com,www.redwoodcityport.com
4037,7037,Reedsburg,,,,,,,,
4038,7038,Reedville,,,,,,,,
4039,7039,Reidsville,,,,,,,,
4040,7040,Reunion,,,REREU,,,,,
4041,7041,Revere,,,,,,,,
4042,7042,Richardton,,,,,,,,
4043,7043,Richmond,Deepwater Seaport,Large,USRIC,510-215-4600,510-233-3105,,Richmondport@yahoo.com,www.ci.richmond.ca.us/index.asp?NID=102
4044,7044,Ridgeville,,,,,,,,
4045,7045,Riverhead Terminal,Off-Shore Terminal,Small,,631 284 2000,631 284 2053,,,www.conocophillips.com
4046,7046,Riverview,,,,,,,,
4047,7047,Rochester,Harbor,Small,,585-428-5990,,,info@cityofrochester.gov,www.cityofrochester.gov
4048,7048,Rockland,Harbor,Small,,207 594 0312,207 594 948,,eglaser@ci.rockland.me.us,www.ci.rockland.me.us
4049,7049,Rocky Mount,,,,,,,,
4050,7050,Rome,,,,,,,,
4051,7051,Roseau,,,DMRSU,,,,,
4052,7052,Rosendale,,,,,,,,
4053,7053,Sabina,,,,,,,,
4054,7054,Sabine,Seaport,Very Small,,409 971 2411,409 971 2411,,,
4055,7055,Sacramento,River Port,Small,USSAC,916-371-8000,916-372-4802,,mikel@cityofwestsacramento.org,www.cityofwestsacramento.org/city/port
4056,7056,Saint Cloud,,,,,,,,
4057,7057,Saint Petersburg,,,,,,,,
4058,7058,Salem,Seaport,Small,,508 740 8200,508 740 8296,,,
4059,7059,Salida,,,,,,,,
4060,7060,Salt Lake City,,,USSLC,,,,,
4061,7061,San Antonio,,,USSAT,,,,,
4062,7062,Sanderson,,,,,,,,
4063,7063,San Diego,Deepwater Seaport,Very Large,USSAN,619-686-6200,619 686 6547,,,www.portofsandiego.org
4064,7064,Sand Point,Harbor,Small,,907-383-2696,907-383-2698,,sptcity@arctic.net,
4065,7065,Sandwich,Harbor,Small,,,,,,
4066,7066,San Francisco,Deepwater Seaport,Very Large,USSFO,415 274 0400,415 732 0400,,webmaster@sfport.com,www.sfport.com
4067,7067,Santa Barbara,Harbor,Small,,805 564 5520,805 897 1993,,,www.santabarbaraca.gov
4068,7068,Santa Clarita,,,,,,,,
4069,7069,Sapulpa,,,,,,,,
4070,7070,Sarasota,,,,,,,,
4071,7071,Sasabe,,,,,,,,
4072,7072,Savage,,,,,,,,
4073,7073,Savannah,,,USTSA,,,,,
4074,7074,Saxman,,,,,,,,
4075,7075,Scotland Neck,,,,,,,,
4076,7076,Seagoville,,,,,,,,
4077,7077,Seattle (Wa),Seaport,Very Large,,206 728 3000,206 728 3280,,harbor_info@portseattle.org,www.portseattle.org
4078,7078,Selby,,,,,,,,
4079,7079,Seldovia,Harbor,Small,,907 234 7886,907 234 7430,,info@cityofseldovia.com,www.cityofseldovia.com
4080,7080,Sergeant Bluff,,,,,,,,
4081,7081,Seward,Harbor,Small,,907-224-3138,907-224-7178,,harbormaster@cityofseward.net,www.cityofseward.net/harbor
4082,7082,Sewells Point,,,,,,,,
4083,7083,Sheboygan Falls,,,,,,,,
4084,7084,Shelton,,,,,,,,
4085,7085,Sims,,,,,,,,
4086,7086,Sitka,Harbor,Small,,907-747-3439,907-747-6278,,ray@cityofsitka.com,cityofsitka.com/dept/harbor/Harbor.htm
4087,7087,Skagway,Harbor,Small,,907-983-2628,907-983-3087,,m.oboyle@skagway.org,
