Commodity Key,HS Code,Description,Package Size (m^3),Package Weight (kg),Densities (kg/m^3)
4589,850720,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1.541,2151.70,1396.303
4590,293930,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0.511,447.76,876.236
4591,030455,Nulla ut erat id mauris vulputate elementum. Nullam varius.,7.099,732.09,103.126
4592,870510,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2.084,1619.39,777.057
4593,293624,Integer ac neque.,2.877,3540.76,1230.711
4594,350110,Donec ut dolor.,0.620,774.08,1248.524
4595,853400,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,2.203,1263.51,573.540
4596,030247,Nullam varius. Nulla facilisi.,0.880,544.49,618.733
4597,293712,In congue. Etiam justo.,1.134,1055.87,931.103
4598,360690,Donec posuere metus vitae ipsum. Aliquam non mauris.,0.543,551.36,1015.402
4599,520859,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,3.265,4052.18,1241.096
4600,701010,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,0.565,308.13,545.355
4601,842381,Aenean lectus. Pellentesque eget nunc.,1.894,1152.40,608.450
4602,150290,In eleifend quam a odio.,4.037,268.48,66.504
4603,400270,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1.366,1144.41,837.784
4604,902140,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.660,58.62,88.823
4605,843049,Aenean auctor gravida sem.,1.199,58.67,48.931
4606,293930,Morbi non quam nec dui luctus rutrum.,1.412,1247.65,883.607
4607,851150,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2.045,538.30,263.227
4608,390750,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4.602,2511.94,545.836
4609,700800,Quisque id justo sit amet sapien dignissim vestibulum.,0.595,456.14,766.620
4610,030292,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4.029,3165.59,785.701
4611,470500,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,1.073,49.33,45.977
4612,480431,Nullam varius. Nulla facilisi.,3.295,3720.29,1129.070
4613,760691,Sed ante.,1.426,1711.69,1200.345
4614,030549,Nulla suscipit ligula in lacus.,3.373,3159.18,936.607
4615,961100,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1.243,329.55,265.126
4616,680520,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1.528,1315.31,860.806
4617,551691,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",1.246,1222.58,981.202
4618,740929,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.138,174.01,152.908
4619,490300,Sed ante. Vivamus tortor.,0.778,1045.30,1343.578
4620,852791,Nunc nisl.,1.725,2121.67,1229.955
4621,760310,In blandit ultrices enim.,0.639,605.63,947.775
4622,710811,Morbi quis tortor id nulla ultrices aliquet.,0.300,356.57,1188.580
4623,721913,Nullam molestie nibh in lectus.,4.333,1695.03,391.191
4624,050690,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.532,1055.92,689.243
4625,250810,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0.468,433.56,926.402
4626,293943,Curabitur gravida nisi at nibh.,2.099,2726.04,1298.731
4627,291821,In hac habitasse platea dictumst.,1.729,1298.44,750.979
4628,841382,Curabitur convallis.,1.096,443.11,404.301
4629,430390,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",4.500,4341.18,964.706
4630,620690,Donec semper sapien a libero. Nam dui.,0.508,394.71,776.984
4631,200990,Vivamus tortor.,2.863,3095.89,1081.344
4632,710820,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1.232,1733.25,1406.855
4633,482090,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1.516,1080.37,712.646
4634,030111,Aliquam sit amet diam in magna bibendum imperdiet.,1.267,790.17,623.655
4635,722611,Vestibulum ac est lacinia nisi venenatis tristique.,2.527,3178.99,1258.010
4636,400912,Donec posuere metus vitae ipsum. Aliquam non mauris.,1.896,1684.09,888.235
4637,845941,Proin at turpis a pede posuere nonummy. Integer non velit.,2.304,112.48,48.818
4638,070940,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,3.039,3489.78,1148.333
4639,290313,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.913,473.63,247.583
4640,910119,Pellentesque at nulla. Suspendisse potenti.,0.620,786.45,1268.475
4641,850730,Aliquam erat volutpat. In congue.,1.175,1205.94,1026.333
4642,520521,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.074,429.77,400.158
4643,620342,Fusce consequat. Nulla nisl.,1.103,149.89,135.897
4644,760611,Ut at dolor quis odio consequat varius. Integer ac leo.,2.492,4418.86,1773.219
4645,843061,Vivamus vel nulla eget eros elementum pellentesque.,2.930,3495.19,1192.898
4646,283510,Vivamus tortor.,0.551,560.62,1017.452
4647,842519,Phasellus in felis.,1.870,1611.89,861.972
4648,440399,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4.232,1050.42,248.209
4649,920110,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2.573,387.87,150.745
4650,100510,Morbi porttitor lorem id ligula.,1.329,1363.88,1026.247
4651,851030,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2.801,2556.43,912.685
4652,081020,Integer non velit.,1.728,273.28,158.148
4653,230690,Pellentesque ultrices mattis odio. Donec vitae nisi.,0.376,139.01,369.706
4654,401695,Vestibulum rutrum rutrum neque.,2.506,2380.59,949.955
4655,080280,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2.269,814.72,359.064
4656,910690,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1.534,567.52,369.963
4657,160220,In congue.,1.725,1982.13,1149.058
4658,890392,In hac habitasse platea dictumst.,1.718,301.24,175.344
4659,071022,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,2.998,4212.57,1405.127
4660,844120,Integer ac leo.,1.549,887.94,573.233
4661,845490,Nam tristique tortor eu pede.,0.849,733.42,863.860
4662,620111,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0.363,365.83,1007.789
4663,490191,Proin eu mi. Nulla ac enim.,1.276,868.64,680.749
4664,570232,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",3.702,3535.47,955.015
4665,902229,Maecenas rhoncus aliquam lacus.,4.132,3207.97,776.373
4666,810210,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.715,521.72,192.161
4667,841990,Integer tincidunt ante vel ipsum.,0.208,208.25,1001.208
4668,760611,Proin risus. Praesent lectus.,3.240,799.65,246.805
4669,730799,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1.229,1187.10,965.910
4670,330741,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.763,2071.80,749.837
4671,610441,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2.483,279.19,112.440
4672,030431,Etiam justo.,1.271,2080.04,1636.535
4673,841960,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1.546,1816.42,1174.917
4674,030222,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1.908,1770.25,927.803
4675,020423,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.864,2416.87,1296.602
4676,847149,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.810,1750.64,967.202
4677,841319,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1.114,902.68,810.306
4678,430219,Donec ut mauris eget massa tempor convallis.,2.836,1209.18,426.367
4679,845941,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2.073,675.25,325.737
4680,300442,Suspendisse potenti.,3.674,1574.67,428.599
4681,520521,Proin at turpis a pede posuere nonummy. Integer non velit.,0.436,40.29,92.398
4682,151620,Aenean sit amet justo. Morbi ut odio.,0.882,342.81,388.674
4683,550700,Nulla nisl.,2.986,618.39,207.098
4684,290549,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.204,50.85,249.261
4685,540761,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.800,3157.65,1127.731
4686,030742,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,2.293,3391.36,1479.005
4687,261800,Vestibulum sed magna at nunc commodo placerat.,2.137,436.21,204.122
4688,701931,Donec posuere metus vitae ipsum. Aliquam non mauris.,1.971,1917.19,972.701
4689,732399,Suspendisse potenti.,2.157,290.10,134.491
4690,843610,Etiam pretium iaculis justo.,1.077,246.72,229.077
4691,283691,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.052,1894.49,923.239
4692,030462,Nulla suscipit ligula in lacus.,1.500,628.84,419.224
4693,070519,Etiam faucibus cursus urna. Ut tellus.,1.082,257.75,238.216
4694,810197,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0.603,859.49,1425.358
4695,870110,Aliquam erat volutpat. In congue.,2.524,971.34,384.842
4696,830170,Integer ac neque. Duis bibendum.,1.705,1669.73,979.314
4697,480258,Mauris lacinia sapien quis libero.,0.940,145.63,154.927
4698,870520,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,0.566,265.04,468.268
4699,842630,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2.160,1548.21,716.764
4700,293499,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0.332,375.99,1132.510
4701,293711,Curabitur gravida nisi at nibh.,1.782,2126.83,1193.509
4702,252020,Sed ante.,1.462,154.10,105.404
4703,262019,Vestibulum sed magna at nunc commodo placerat.,3.080,2042.14,663.032
4704,851110,Nunc purus.,1.150,343.20,298.436
4705,550922,Proin risus. Praesent lectus.,0.852,291.63,342.288
4706,290420,Suspendisse potenti.,0.772,660.71,855.838
4707,841920,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2.274,1029.98,452.936
4708,531100,Nulla nisl.,4.045,3723.28,920.464
4709,740811,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.106,1677.63,1516.840
4710,481850,Phasellus in felis.,2.377,476.79,200.583
4711,610220,Morbi a ipsum. Integer a nibh.,2.028,1070.38,527.803
4712,720851,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4.205,3346.49,795.835
4713,853720,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0.734,137.36,187.142
4714,190219,Ut tellus.,0.178,173.31,973.662
4715,291732,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0.536,870.09,1623.297
4716,960711,Phasellus id sapien in sapien iaculis congue.,0.595,50.11,84.226
4717,903082,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1.035,411.23,397.322
4718,846599,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0.607,141.65,233.368
4719,940350,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2.571,3598.78,1399.760
4720,160554,Morbi non quam nec dui luctus rutrum.,0.833,1005.68,1207.293
4721,844130,Nunc nisl.,0.780,997.23,1278.498
4722,731815,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0.815,953.02,1169.347
4723,284450,Maecenas ut massa quis augue luctus tincidunt.,1.072,175.89,164.077
4724,901510,In hac habitasse platea dictumst.,1.089,731.25,671.490
4725,292011,Etiam vel augue.,2.751,3576.51,1300.077
4726,190300,Nunc rhoncus dui vel sem.,1.084,904.14,834.081
4727,961800,Mauris sit amet eros.,0.960,1050.96,1094.745
4728,293219,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,2.033,2437.79,1199.111
4729,841430,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0.654,579.75,886.464
4730,847521,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4.371,5532.49,1265.726
4731,520852,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1.410,84.20,59.719
4732,830242,Vivamus vestibulum sagittis sapien.,3.700,1033.18,279.238
4733,071360,Cras pellentesque volutpat dui.,0.585,286.03,488.942
4734,540252,Mauris lacinia sapien quis libero.,3.668,1535.91,418.733
4735,200979,Etiam vel augue. Vestibulum rutrum rutrum neque.,5.195,6326.17,1217.743
4736,847010,In quis justo.,1.924,382.45,198.779
4737,720918,Donec ut dolor.,1.719,695.45,404.564
4738,551299,Nulla ac enim.,2.728,1766.15,647.417
4739,721912,Fusce consequat. Nulla nisl.,2.445,3071.19,1256.110
4740,960622,Donec quis orci eget orci vehicula condimentum.,1.096,118.22,107.869
4741,281820,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.505,2115.79,1405.843
4742,293134,Pellentesque eget nunc.,4.901,108.97,22.234
4743,482320,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,0.695,473.86,681.814
4744,441919,Sed ante. Vivamus tortor.,0.474,67.81,143.064
4745,842951,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0.253,215.74,852.734
4746,871493,Aenean lectus.,1.910,1422.43,744.730
4747,030510,Etiam justo.,2.612,3355.54,1284.662
4748,721061,Nullam varius. Nulla facilisi.,3.141,3443.33,1096.254
4749,842611,Nullam sit amet turpis elementum ligula vehicula consequat.,0.923,859.27,930.949
4750,950720,In congue. Etiam justo.,1.537,1800.15,1171.211
4751,440712,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0.251,184.99,736.996
4752,290372,Integer a nibh. In quis justo.,3.707,4573.35,1233.707
4753,294000,Cras in purus eu magna vulputate luctus.,2.743,2968.83,1082.329
4754,291040,Aliquam sit amet diam in magna bibendum imperdiet.,2.593,850.97,328.178
4755,392640,Duis bibendum. Morbi non quam nec dui luctus rutrum.,2.327,2039.65,876.516
4756,845961,Nulla nisl.,1.334,548.85,411.429
4757,852849,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4.449,3087.75,694.033
4758,844311,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",2.007,2249.64,1120.896
4759,440793,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1.458,1307.97,897.102
4760,902290,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3.628,2816.37,776.288
4761,030487,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",5.131,6451.93,1257.441
4762,350190,Integer ac neque. Duis bibendum.,0.141,58.01,411.444
4763,481920,Nullam porttitor lacus at turpis.,3.282,1306.43,398.059
4764,901813,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",0.929,432.46,465.510
4765,030729,Pellentesque viverra pede ac diam.,1.804,2159.78,1197.216
4766,540823,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2.623,385.12,146.825
4767,392210,Etiam vel augue.,1.031,99.26,96.277
4768,842489,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1.975,590.27,298.872
4769,870821,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1.891,937.81,495.932
4770,130213,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0.181,117.48,649.037
4771,220410,Donec dapibus.,0.892,39.47,44.244
4772,261790,Etiam faucibus cursus urna. Ut tellus.,0.668,47.35,70.888
4773,220299,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,2.124,1582.71,745.156
4774,310221,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",2.207,1871.28,847.883
